srcYear,srcMonth,srcStateName,Country,StateCode,StateName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,YearCode,Year,TotalPopulationMaleRural,MonthCode,TotalPopulationFemale,TotalPopulationFemaleUrban,Month,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
2021,Jan - 2021,Tamil Nadu,India,33,TAMIL NADU,72147030,34917440,37229590,36137975,17458910,2021,"Calendar Year (Jan - Dec), 2021",18679065,202101,36009055,17458530,"January, 2021",18550525,18524982,8996487,9528495,1363555.5,1.1507156e+07,12870711.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jan - 2021,Telangana,India,36,TELANGANA,35003674,13608665,21395009,17611633,6906640,2021,"Calendar Year (Jan - Dec), 2021",10704993,202101,17392041,6702025,"January, 2021",10690016,8303612,3134583,5169029,373524,1.0014736e+07,10388260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jan - 2021,Tripura,India,16,TRIPURA,3673917,961453,2712464,1874376,487203,2021,"Calendar Year (Jan - Dec), 2021",1387173,202101,1799541,474250,"January, 2021",1325291,855556,238974,616582,39184,1.0003106e+06,1039494.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jan - 2021,Uttar Pradesh,India,9,UTTAR PRADESH,199812341,44495063,155317278,104480510,23487515,2021,"Calendar Year (Jan - Dec), 2021",80992995,202101,95331831,21007548,"January, 2021",74324283,33448035,7762093,25685942,780110.5069999999,2.3181376e+07,23961486.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jan - 2021,Uttarakhand,India,5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,2021,"Calendar Year (Jan - Dec), 2021",3519042,202101,4948519,1430607,"January, 2021",3517912,2056975,631889,1425086,90193,3.3636718e+06,3453864.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jan - 2021,West Bengal,India,19,WEST BENGAL,91276115,29093002,62183113,46809027,14964082,2021,"Calendar Year (Jan - Dec), 2021",31844945,202101,44467088,14128920,"January, 2021",30338168,20380315,6567150,13813165,511322.95354909997,7.821451e+06,8332773.9535491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Andaman & Nicobar Islands,India,35,ANDAMAN AND NICOBAR ISLANDS,380581,143488,237093,202871,76584,2021,"Calendar Year (Jan - Dec), 2021",126287,202107,177710,66904,"July, 2021",110806,94551,36021,58530,3799.37,81533.17,85332.541875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Andhra Pradesh,India,28,ANDHRA PRADESH,49577103,14610410,34966693,24830513,7292265,2021,"Calendar Year (Jan - Dec), 2021",17538248,202107,24746590,7318145,"July, 2021",17428445,12718976,3653618,9065358,411934,1.3024198e+07,13436132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,2021,"Calendar Year (Jan - Dec), 2021",546011,202107,669815,149468,"July, 2021",520347,270577,70367,200210,,1.3310389e+06,1331038.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,2021,"Calendar Year (Jan - Dec), 2021",48073850,202107,49821295,5553709,"July, 2021",44267586,18913565,2050625,16862940,232472,9.066576e+06,9299048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Chhattisgarh,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,2021,"Calendar Year (Jan - Dec), 2021",9797426,202107,12712303,2901768,"July, 2021",9810535,5650724,1285156,4365568,324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Daman & Diu,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,586956,343446,243510,344061,213361,2021,"Calendar Year (Jan - Dec), 2021",130700,202107,242895,130085,"July, 2021",112810,137414,88576,48838,9422,49157.63,58579.62890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Delhi,India,7,DELHI,16787941,16368899,419042,8987326,8761005,2021,"Calendar Year (Jan - Dec), 2021",226321,202107,7800615,7607894,"July, 2021",192721,3435999,3356425,79574,115407,35620.098,151027.09765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Goa,India,30,GOA,1458545,906814,551731,739140,463704,2021,"Calendar Year (Jan - Dec), 2021",275436,202107,719405,443110,"July, 2021",276295,343611,215403,128208,77854,292350.06,370204.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Gujarat,India,24,GUJARAT,60443083,25748474,34694609,31492973,13693814,2021,"Calendar Year (Jan - Dec), 2021",17799159,202107,28950110,12054660,"July, 2021",16895450,12249135,5475577,6773558,733163,1.4957394e+07,15690557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Haryana,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,2021,"Calendar Year (Jan - Dec), 2021",8774006,202107,11856728,4121375,"July, 2021",7735353,4857524,1813768,3043756,197608,4.195635e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,2021,"Calendar Year (Jan - Dec), 2021",3110345,202107,3382729,317024,"July, 2021",3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Jammu And Kashmir,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,2021,"Calendar Year (Jan - Dec), 2021",4657613,202107,5782547,1545690,"July, 2021",4236857,2079191,557090,1522101,121337,2.2139742e+06,2335311.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Jharkhand,India,20,JHARKHAND,32988134,7933061,25055073,16930315,4153829,2021,"Calendar Year (Jan - Dec), 2021",12776486,202107,16057819,3779232,"July, 2021",12278587,6254781,1525412,4729369,225145.15000000005,7.4609565e+06,7686101.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Karnataka,India,29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,2021,"Calendar Year (Jan - Dec), 2021",18929354,202107,30128640,11588659,"July, 2021",18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Kerala,India,32,KERALA,33406061,15934926,17471135,16027412,7619358,2021,"Calendar Year (Jan - Dec), 2021",8408054,202107,17378649,8315568,"July, 2021",9063081,7853754,3704113,4149641,759880,3.126236e+06,3886116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Ladakh,India,37,LADAKH,274289,62009,212280,156756,40642,2021,"Calendar Year (Jan - Dec), 2021",116114,202107,117533,21367,"July, 2021",96166,40247,9195,31052,2615,55650.324,58265.32421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Lakshadweep,India,31,LAKSHADWEEP,64473,50332,14141,33123,25880,2021,"Calendar Year (Jan - Dec), 2021",7243,202107,31350,24452,"July, 2021",6898,11574,8864,2710,2137,771.28015,2908.2801513671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Madhya Pradesh,India,23,MADHYA PRADESH,72641665,20084261,52557404,37620144,10470756,2021,"Calendar Year (Jan - Dec), 2021",27149388,202107,35021521,9613505,"July, 2021",25408016,15095856,4015578,11080278,774641,2.548762e+07,26262261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Maharashtra,India,27,MAHARASHTRA,112374333,50818259,61556074,58243056,26704022,2021,"Calendar Year (Jan - Dec), 2021",31539034,202107,54131277,24114237,"July, 2021",30017040,24421519,11206781,13214738,912066,2.8894124e+07,29806190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Manipur,India,14,MANIPUR,2855794,834154,2021640,1438586,411702,2021,"Calendar Year (Jan - Dec), 2021",1026884,202107,1417208,422452,"July, 2021",994756,557859,172339,385520,18024,175742.36,193766.359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Meghalaya,India,17,MEGHALAYA,2966889,595450,2371439,1491832,297572,2021,"Calendar Year (Jan - Dec), 2021",1194260,202107,1475057,297878,"July, 2021",1177179,548059,117486,430573,28289,,28289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Mizoram,India,15,MIZORAM,1097206,571771,525435,555339,286204,2021,"Calendar Year (Jan - Dec), 2021",269135,202107,541867,285567,"July, 2021",256300,222853,117041,105812,86600,,86600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Nagaland,India,13,NAGALAND,1978502,570966,1407536,1024649,299177,2021,"Calendar Year (Jan - Dec), 2021",725472,202107,953853,271789,"July, 2021",682064,396002,118511,277491,,101253.1,101253.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Odisha,India,21,ODISHA,41980846,7010284,34970562,21215646,3629443,2021,"Calendar Year (Jan - Dec), 2021",17586203,202107,20765200,3380841,"July, 2021",17384359,9639296,1549309,8089987,2297094.4,1.157379e+07,13870884.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Punjab,India,3,PUNJAB,27743338,10399146,17344192,14639465,5545989,2021,"Calendar Year (Jan - Dec), 2021",9093476,202107,13103873,4853157,"July, 2021",8250716,5513071,2154958,3358113,251460,4.789889e+06,5041349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Rajasthan,India,8,RAJASTHAN,68548437,17048085,51500352,35550997,8909250,2021,"Calendar Year (Jan - Dec), 2021",26641747,202107,32997440,8138835,"July, 2021",24858605,12711146,3216243,9494903,665817,3.312642e+07,33792237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Sikkim,India,11,SIKKIM,610577,153578,456999,323070,80273,2021,"Calendar Year (Jan - Dec), 2021",242797,202107,287507,73305,"July, 2021",214202,129006,35718,93288,3824.1,649873.1,653697.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Tamil Nadu,India,33,TAMIL NADU,72147030,34917440,37229590,36137975,17458910,2021,"Calendar Year (Jan - Dec), 2021",18679065,202107,36009055,17458530,"July, 2021",18550525,18524982,8996487,9528495,1363555.5,1.1507156e+07,12870711.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Telangana,India,36,TELANGANA,35003674,13608665,21395009,17611633,6906640,2021,"Calendar Year (Jan - Dec), 2021",10704993,202107,17392041,6702025,"July, 2021",10690016,8303612,3134583,5169029,373524,1.0014736e+07,10388260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Tripura,India,16,TRIPURA,3673917,961453,2712464,1874376,487203,2021,"Calendar Year (Jan - Dec), 2021",1387173,202107,1799541,474250,"July, 2021",1325291,855556,238974,616582,39184,1.0003106e+06,1039494.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Uttar Pradesh,India,9,UTTAR PRADESH,199812341,44495063,155317278,104480510,23487515,2021,"Calendar Year (Jan - Dec), 2021",80992995,202107,95331831,21007548,"July, 2021",74324283,33448035,7762093,25685942,780110.5069999999,2.3181376e+07,23961486.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,Uttarakhand,India,5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,2021,"Calendar Year (Jan - Dec), 2021",3519042,202107,4948519,1430607,"July, 2021",3517912,2056975,631889,1425086,90193,3.3636718e+06,3453864.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jul - 2021,West Bengal,India,19,WEST BENGAL,91276115,29093002,62183113,46809027,14964082,2021,"Calendar Year (Jan - Dec), 2021",31844945,202107,44467088,14128920,"July, 2021",30338168,20380315,6567150,13813165,511322.95354909997,7.821451e+06,8332773.9535491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Andaman & Nicobar Islands,India,35,ANDAMAN AND NICOBAR ISLANDS,380581,143488,237093,202871,76584,2021,"Calendar Year (Jan - Dec), 2021",126287,202106,177710,66904,"June, 2021",110806,94551,36021,58530,3799.37,81533.17,85332.541875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Andhra Pradesh,India,28,ANDHRA PRADESH,49577103,14610410,34966693,24830513,7292265,2021,"Calendar Year (Jan - Dec), 2021",17538248,202106,24746590,7318145,"June, 2021",17428445,12718976,3653618,9065358,411934,1.3024198e+07,13436132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Arunachal Pradesh,India,12,ARUNACHAL PRADESH,1383727,317369,1066358,713912,167901,2021,"Calendar Year (Jan - Dec), 2021",546011,202106,669815,149468,"June, 2021",520347,270577,70367,200210,,1.3310389e+06,1331038.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Bihar,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,2021,"Calendar Year (Jan - Dec), 2021",48073850,202106,49821295,5553709,"June, 2021",44267586,18913565,2050625,16862940,232472,9.066576e+06,9299048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Chhattisgarh,India,22,CHHATTISGARH,25545198,5937237,19607961,12832895,3035469,2021,"Calendar Year (Jan - Dec), 2021",9797426,202106,12712303,2901768,"June, 2021",9810535,5650724,1285156,4365568,324772,9.342504e+06,9667276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Daman & Diu,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,586956,343446,243510,344061,213361,2021,"Calendar Year (Jan - Dec), 2021",130700,202106,242895,130085,"June, 2021",112810,137414,88576,48838,9422,49157.63,58579.62890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Goa,India,30,GOA,1458545,906814,551731,739140,463704,2021,"Calendar Year (Jan - Dec), 2021",275436,202106,719405,443110,"June, 2021",276295,343611,215403,128208,77854,292350.06,370204.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Gujarat,India,24,GUJARAT,60443083,25748474,34694609,31492973,13693814,2021,"Calendar Year (Jan - Dec), 2021",17799159,202106,28950110,12054660,"June, 2021",16895450,12249135,5475577,6773558,733163,1.4957394e+07,15690557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Haryana,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,2021,"Calendar Year (Jan - Dec), 2021",8774006,202106,11856728,4121375,"June, 2021",7735353,4857524,1813768,3043756,197608,4.195635e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,688552,6176050,3481873,371528,2021,"Calendar Year (Jan - Dec), 2021",3110345,202106,3382729,317024,"June, 2021",3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Jammu And Kashmir,India,1,JAMMU AND KASHMIR,12265703,3371233,8894470,6483156,1825543,2021,"Calendar Year (Jan - Dec), 2021",4657613,202106,5782547,1545690,"June, 2021",4236857,2079191,557090,1522101,121337,2.2139742e+06,2335311.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Jharkhand,India,20,JHARKHAND,32988134,7933061,25055073,16930315,4153829,2021,"Calendar Year (Jan - Dec), 2021",12776486,202106,16057819,3779232,"June, 2021",12278587,6254781,1525412,4729369,225145.15000000005,7.4609565e+06,7686101.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Karnataka,India,29,KARNATAKA,61095297,23625962,37469335,30966657,12037303,2021,"Calendar Year (Jan - Dec), 2021",18929354,202106,30128640,11588659,"June, 2021",18539981,13357027,5410370,7946657,599199.34,1.8541768e+07,19140967.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Kerala,India,32,KERALA,33406061,15934926,17471135,16027412,7619358,2021,"Calendar Year (Jan - Dec), 2021",8408054,202106,17378649,8315568,"June, 2021",9063081,7853754,3704113,4149641,759880,3.126236e+06,3886116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Ladakh,India,37,LADAKH,274289,62009,212280,156756,40642,2021,"Calendar Year (Jan - Dec), 2021",116114,202106,117533,21367,"June, 2021",96166,40247,9195,31052,2615,55650.324,58265.32421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Lakshadweep,India,31,LAKSHADWEEP,64473,50332,14141,33123,25880,2021,"Calendar Year (Jan - Dec), 2021",7243,202106,31350,24452,"June, 2021",6898,11574,8864,2710,2137,771.28015,2908.2801513671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Madhya Pradesh,India,23,MADHYA PRADESH,72641665,20084261,52557404,37620144,10470756,2021,"Calendar Year (Jan - Dec), 2021",27149388,202106,35021521,9613505,"June, 2021",25408016,15095856,4015578,11080278,774641,2.548762e+07,26262261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Maharashtra,India,27,MAHARASHTRA,112374333,50818259,61556074,58243056,26704022,2021,"Calendar Year (Jan - Dec), 2021",31539034,202106,54131277,24114237,"June, 2021",30017040,24421519,11206781,13214738,912066,2.8894124e+07,29806190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Jun - 2021,Manipur,India,14,MANIPUR,2855794,834154,2021640,1438586,411702,2021,"Calendar Year (Jan - Dec), 2021",1026884,202106,1417208,422452,"June, 2021",994756,557859,172339,385520,18024,175742.36,193766.359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
