Country,State,Year,Month,"Ration Cards (UOM:Number), Scaling Factor:1","Transactions Through Portability-Inter District Under Antyodaya Anna Yojana (UOM:Number), Scaling Factor:1","Transactions Through Portability-Inter District Under Priority Household (UOM:Number), Scaling Factor:1","Transactions Through Portability-Intra District Under Antyodaya Anna Yojana (UOM:Number), Scaling Factor:1","Transactions Through Portability-Intra District Under Priority Household (UOM:Number), Scaling Factor:1","Quantity Distributed Through Portability Inter Distric Under Antyodaya Anna Yojana (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Inter District Under Priority Household (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Intra District Under Antyodaya Anna Yojana (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Intra District Under Priority Household (UOM:MT(MetricTonne)), Scaling Factor:1"
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","October, 2019",55667.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","October, 2019",578905,4,24,223,1441,0.11,0.38,6.78,28.7
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","October, 2019",35525403,0,0,4864,151442,0,0,170.24,3252.17
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","October, 2019",1329200,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2019","October, 2019",50620163,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","September, 2019",16184,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","September, 2019",8965306,6670,95936,131981,1743141,229.6,1535.33,4540.71,26614.08
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","September, 2019",177102,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2019","September, 2019",11269514,20,28,20295,92543,0.68,0.84,703.16,2522.74
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","September, 2019",5282952,1283,221,89859,12882,7.14,22.01,412.49,1639.77
India,Goa,"Calendar Year (Jan - Dec), 2019","September, 2019",343136,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2019","September, 2019",6641615,161,1170,881,10600,5.02,28.11,29.24,256.32
India,Haryana,"Calendar Year (Jan - Dec), 2019","September, 2019",2698990,2515,11212,57643,541057,60.79,187.13,1469.27,10440.49
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","September, 2019",681089,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","September, 2019",1639758.27761142112370639070,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","September, 2019",5711661,8,139,22374,151802,0.32,3.63,831.33,3942.77
India,Karnataka,"Calendar Year (Jan - Dec), 2019","September, 2019",12604402,954,26615,16654,472515,0.23,4.23,2.77,53.94
India,Kerala,"Calendar Year (Jan - Dec), 2019","September, 2019",3686004,6293,31549,93519,585973,195.75,523.03,2820.46,10555
India,Ladakh,"Calendar Year (Jan - Dec), 2019","September, 2019",36668.72238857887629360930,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019","September, 2019",5155,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","September, 2019",11740426,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","September, 2019",14857464,6299,44339,52987,573745,208.84,1000.87,1719.56,12323.27
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","September, 2019",1166,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2019","September, 2019",8666577,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2019","September, 2019",3555040,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","September, 2019",10833603,679,8688,51367,996114,23.66,204.71,1791.89,22413.81
India,Sikkim,"Calendar Year (Jan - Dec), 2019","September, 2019",94017,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","September, 2019",10105081,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2019","September, 2019",5316024,16452,195765,66748,811382,607.66,4529.82,2239.54,15286.6
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","September, 2019",55614.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","September, 2019",578890,6,34,368,2164,0.18,0.47,9.04,34.09
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","September, 2019",35343077,0,0,3093,108276,0,0,108.26,2339.45
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","September, 2019",1327984,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2019","September, 2019",49675296,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","August, 2019",14681,0,1,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","August, 2019",9290667,6999,96674,127263,1704170,240.63,1495.54,4368.08,24928.93
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","August, 2019",177100,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2019","August, 2019",3392339,5,14,5813,23993,0.16,0.46,200.23,673.82
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","August, 2019",5282966,1304,219,85620,12210,7.25,22.65,400.73,1613.8
India,Goa,"Calendar Year (Jan - Dec), 2019","August, 2019",342640,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2019","August, 2019",6636998,98,941,861,9175,3.13,22.65,26.61,227.16
India,Haryana,"Calendar Year (Jan - Dec), 2019","August, 2019",2669503,2376,10222,55836,511378,60.79,179.53,1510.03,10505.47
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","August, 2019",682014,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","August, 2019",1640096.70950499808930572930,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","August, 2019",5710390,6,137,25615,173102,0.25,3.77,958.11,4459.06
India,Karnataka,"Calendar Year (Jan - Dec), 2019","August, 2019",12580071,931,24366,16293,459588,0.27,4.97,3.14,62.86
India,Kerala,"Calendar Year (Jan - Dec), 2019","August, 2019",3666989,6236,32164,90070,567639,195.15,546.85,2775.63,10557.75
India,Ladakh,"Calendar Year (Jan - Dec), 2019","August, 2019",36676.29049500191069427070,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","August, 2019",7936957,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","August, 2019",14657370,6369,43751,51426,555080,210.33,980.39,1662.99,11872.82
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","August, 2019",1138,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2019","August, 2019",8683078,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2019","August, 2019",3555040,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","August, 2019",10757958,517,6429,46005,904263,17.96,151.28,1604.51,20394.26
India,Sikkim,"Calendar Year (Jan - Dec), 2019","August, 2019",94738,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","August, 2019",10060099,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2019","August, 2019",5316737,16072,228447,63560,845210,590.52,5117.77,2135.75,15881.53
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","August, 2019",55535.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","August, 2019",578955,2,24,194,1342,0.07,0.37,6.06,25.68
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","August, 2019",35388484,2,22,4003,105561,0.07,0.47,140.11,2249.47
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","August, 2019",1327780,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2019","August, 2019",46671066,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","July, 2019",14525,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","July, 2019",9288954,6933,96756,124698,1673802,234.67,1448.72,4226.86,23779.78
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","July, 2019",177377,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2019","July, 2019",3785254,0,0,1690,6362,0,0,57.53,185.78
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","July, 2019",5282966,744,142,58307,8397,1.96,6.26,64.11,343.28
India,Goa,"Calendar Year (Jan - Dec), 2019","July, 2019",141467,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2019","July, 2019",6623852,85,671,670,7180,2.73,15.98,22.24,179.75
India,Haryana,"Calendar Year (Jan - Dec), 2019","July, 2019",2801606,2274,9763,56683,514768,56.51,168.35,1507.54,10686.05
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","July, 2019",683023,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","July, 2019",1639391.48003890273613485320,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","July, 2019",5711250,9,119,28881,202806,0.42,3.27,1068.49,5303.3
India,Karnataka,"Calendar Year (Jan - Dec), 2019","July, 2019",12550576,669,18227,15481,434957,0.23,4.15,5.36,100.71
India,Kerala,"Calendar Year (Jan - Dec), 2019","July, 2019",3652235,6055,31167,88393,548333,183.63,510.04,2665.72,10080.04
India,Ladakh,"Calendar Year (Jan - Dec), 2019","July, 2019",36660.51996109726386514680,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","July, 2019",7938983,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","July, 2019",14616387,5509,39597,52122,537900,181.99,902.95,1688.57,11512.49
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","July, 2019",1138,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2019","July, 2019",8683078,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2019","July, 2019",3555040,4,108,884,29514,0.84,13.2,182.51,3462.8
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","July, 2019",10673183,15368,1112,1681370,87966,728.39,104.81,273723.82,23409.33
India,Sikkim,"Calendar Year (Jan - Dec), 2019","July, 2019",95116,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","July, 2019",10086235,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2019","July, 2019",5799801,15376,193835,62365,738656,565.02,4550.52,2066.08,14332.98
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","July, 2019",55466.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","July, 2019",578881,3,30,237,1445,0.11,0.46,7.03,28.02
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","July, 2019",35705561,0,0,0,0,0,0,0,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","July, 2019",1325374,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2019","July, 2019",28670236,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","June, 2019",14525,0,2,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","June, 2019",9293099,6868,91779,116469,1579963,232.32,1376.49,3941.44,22434.57
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","June, 2019",177404,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2019","June, 2019",1150110,1,1,404,2891,0.04,0.01,13.85,86.66
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","June, 2019",5281709,1244,207,81819,11887,1.54,4.91,16.69,54.78
India,Goa,"Calendar Year (Jan - Dec), 2019","June, 2019",141399,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2019","June, 2019",6624669,69,583,611,6969,1.97,13.33,20.4,172.4
India,Haryana,"Calendar Year (Jan - Dec), 2019","June, 2019",2665099,2270,9466,54124,490000,56.29,160.71,1454.49,9990.32
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","June, 2019",674900,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","June, 2019",1638286.19668704732825262020,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","June, 2019",5701697,5,111,28478,200872,0.14,2.76,1066.95,5292.87
India,Karnataka,"Calendar Year (Jan - Dec), 2019","June, 2019",12469982,526,14040,13969,387883,0.18,3.19,4.89,90.73
India,Kerala,"Calendar Year (Jan - Dec), 2019","June, 2019",3662695,5442,27904,81633,499982,174.31,482.07,2524.52,9486.18
India,Ladakh,"Calendar Year (Jan - Dec), 2019","June, 2019",36635.80331295267174737980,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","June, 2019",11747674,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","June, 2019",14578890,5154,37361,50692,530712,169.37,854.12,1636.74,11333.78
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","June, 2019",1123,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2019","June, 2019",8685358,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2019","June, 2019",3555040,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","June, 2019",10611746,6112,468,679678,35274,649.81,96.41,263793.35,22549
India,Sikkim,"Calendar Year (Jan - Dec), 2019","June, 2019",95233,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","June, 2019",10086016,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2019","June, 2019",5799801,14121,177468,59541,703751,520.66,4199.54,1968.91,13656.44
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","June, 2019",55421.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","June, 2019",578853,2,29,181,1257,0.05,0.46,5.48,25.31
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","June, 2019",36028055,0,0,0,0,0,0,0,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","June, 2019",1323272,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2019","June, 2019",1064402,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","May, 2019",14566,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","May, 2019",9298404,7216,94459,115851,1571950,245.34,1432.03,3930.03,22342.98
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","May, 2019",177438,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2019","May, 2019",24639,0,0,687,2593,0,0,23.98,76.98
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","May, 2019",5284513,672,132,51750,7428,2.03,6.39,66.8,349.57
India,Goa,"Calendar Year (Jan - Dec), 2019","May, 2019",141385,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2019","May, 2019",6626407,75,505,557,6424,2.41,11.86,18.65,157.07
India,Haryana,"Calendar Year (Jan - Dec), 2019","May, 2019",2664480,2522,10158,59554,513446,57.29,167.43,1452.01,10051.15
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","May, 2019",681298,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","May, 2019",1637845.06147316521413325110,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","May, 2019",5702178,6,117,28402,198279,0.21,3.42,1090.05,5304.74
India,Karnataka,"Calendar Year (Jan - Dec), 2019","May, 2019",12448492,583,15794,15185,424300,0.2,3.58,5.31,99.33
India,Kerala,"Calendar Year (Jan - Dec), 2019","May, 2019",3662666,5102,25699,77615,466329,158.95,435.65,2395.16,8907.51
India,Ladakh,"Calendar Year (Jan - Dec), 2019","May, 2019",36625.93852683478586674890,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","May, 2019",11747674,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","May, 2019",14532130,4706,33957,50030,513468,152.97,777.12,1613.34,10926.72
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","May, 2019",1123,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2019","May, 2019",8685358,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","May, 2019",10595615,0,0,23420,888,523.77,81.01,250133.63,21495.32
India,Sikkim,"Calendar Year (Jan - Dec), 2019","May, 2019",95308,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","May, 2019",10071183,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2019","May, 2019",4979403,13390,168994,57963,693529,496.87,4085.65,1911.03,13466.49
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","May, 2019",55355.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","May, 2019",578842,3,21,204,1482,0.07,0.41,6.45,30.01
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","May, 2019",36044654,0,0,0,0,0,0,0,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","May, 2019",1322625,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","April, 2019",14607,0,1,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","April, 2019",7587181,5940,93002,102072,1551971,200.96,1437.91,3450.66,22381.75
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","April, 2019",177436,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2019","April, 2019",24639,0,0,639,2413,0,0,22.28,72.87
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","April, 2019",5287913,1173,190,80325,11582,6.44,21,396.9,1585.13
India,Goa,"Calendar Year (Jan - Dec), 2019","April, 2019",141321,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2019","April, 2019",6646353,60,451,554,6251,1.87,10.08,18.4,156.64
India,Haryana,"Calendar Year (Jan - Dec), 2019","April, 2019",2329411,2305,9475,53882,479893,57.49,161.03,1241.6,8331.37
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","April, 2019",681524,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","April, 2019",1636038.46116265464921423840,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","April, 2019",5704001,7,102,27650,192221,0.28,2.74,1039.2,5064.49
India,Karnataka,"Calendar Year (Jan - Dec), 2019","April, 2019",12457626,471,13497,14393,406936,0.16,3.04,5.04,95.27
India,Kerala,"Calendar Year (Jan - Dec), 2019","April, 2019",3658195,5093,26120,78608,479553,151.9,429.82,2345.57,8868.73
India,Ladakh,"Calendar Year (Jan - Dec), 2019","April, 2019",36585.53883734535078576160,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","April, 2019",11749218,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","April, 2019",14453958,4809,35053,49100,509938,156.97,800.11,1581.06,10775.56
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","April, 2019",1067,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2019","April, 2019",8687094,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","April, 2019",10591615,54,0,30666,1384,454.92,72.84,242346.3,20873.94
India,Sikkim,"Calendar Year (Jan - Dec), 2019","April, 2019",95305,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","April, 2019",10071108,0,0,0,0,0,0,0,0
