Country,State,Year,Month,"Ration Cards (UOM:Number), Scaling Factor:1","Transactions Through Portability-Inter District Under Antyodaya Anna Yojana (UOM:Number), Scaling Factor:1","Transactions Through Portability-Inter District Under Priority Household (UOM:Number), Scaling Factor:1","Transactions Through Portability-Intra District Under Antyodaya Anna Yojana (UOM:Number), Scaling Factor:1","Transactions Through Portability-Intra District Under Priority Household (UOM:Number), Scaling Factor:1","Quantity Distributed Through Portability Inter Distric Under Antyodaya Anna Yojana (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Inter District Under Priority Household (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Intra District Under Antyodaya Anna Yojana (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Intra District Under Priority Household (UOM:MT(MetricTonne)), Scaling Factor:1"
India,Bihar,"Calendar Year (Jan - Dec), 2020","April, 2020",16831100,405,2824,254229,1126113,13.06,73.79,8623.26,28092.28
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","April, 2020",5117707,6990,0,37852,0,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2020","April, 2020",142479,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2020","April, 2020",6877678,248,2023,621,7462,8.31,47.13,21.26,184.25
India,Haryana,"Calendar Year (Jan - Dec), 2020","April, 2020",2701009,0,0,0,0,0,0,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","April, 2020",679433,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020","April, 2020",1609240.71957789127775447070,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","April, 2020",5718246,0,1,566,3922,0,0,19.71,89.24
India,Karnataka,"Calendar Year (Jan - Dec), 2020","April, 2020",12738616,2266,67143,24732,575429,1.59,24.76,17.31,213.83
India,Kerala,"Calendar Year (Jan - Dec), 2020","April, 2020",3743791,19154,105795,275272,1795213,241.78,681.16,3591.06,13504.48
India,Ladakh,"Calendar Year (Jan - Dec), 2020","April, 2020",35986.28042210872224552930,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","April, 2020",11684833,4277,31219,33994,283924,144.45,708.11,1165.03,7115.95
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","April, 2020",15164202,6799,61604,41367,542393,223.92,1314.21,1412.71,11368.84
India,Manipur,"Calendar Year (Jan - Dec), 2020","April, 2020",588027,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020","April, 2020",155405,0,0,0,0,0,0,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020","April, 2020",283074,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2020","April, 2020",9287962,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","April, 2020",11186979,890,11777,51118,1152596,31.11,277.21,1781.95,25494.4
India,Sikkim,"Calendar Year (Jan - Dec), 2020","April, 2020",94523,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","April, 2020",11108398,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2020","April, 2020",5333411,14873,174044,60160,724553,-293.09,3423.27,246.39,13015.95
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020","April, 2020",55620,0,0,0,0,0,0,0,0
India,Tripura,"Calendar Year (Jan - Dec), 2020","April, 2020",578844,358,1535,1490,7054,10.57,23.39,38.47,110.15
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","April, 2020",35371174,1339,21640,23189,607990,46.86,444.97,811.62,12763.58
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","April, 2020",1343486,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2020","April, 2020",55598670,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020","March, 2020",16352,0,1,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","March, 2020",8227290,8635,106835,134299,1767045,299.21,1766.32,4640.64,27166.43
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","March, 2020",177208,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2020","March, 2020",16589087,1364,8061,358436,1571245,47.67,261.24,12531.62,40118.37
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","March, 2020",5282952,0,0,0,0,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2020","March, 2020",142451,1,7,143,838,0.04,0.12,5.01,15.91
India,Gujarat,"Calendar Year (Jan - Dec), 2020","March, 2020",6535401,313,3038,1909,20099,10.13,69.56,60.58,462.4
India,Haryana,"Calendar Year (Jan - Dec), 2020","March, 2020",2700299,1345,5643,23129,271545,39.55,108.76,715.41,5982.37
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","March, 2020",669533,2,6,209,547,1.11,1.79,6.93,11.5
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020","March, 2020",1610108.31810275477049034740,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","March, 2020",5712147,10,146,3850,38926,0.4,3.6,144.39,992.81
India,Karnataka,"Calendar Year (Jan - Dec), 2020","March, 2020",12723982,1078,38269,19851,465052,0.38,8.77,6.94,109.38
India,Kerala,"Calendar Year (Jan - Dec), 2020","March, 2020",3738177,7803,39069,116390,701304,236.42,662.53,3445.7,12801.46
India,Ladakh,"Calendar Year (Jan - Dec), 2020","March, 2020",36005.68189724522950965260,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020","March, 2020",5155,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","March, 2020",11684833,4527,30488,35127,279457,132.95,639.67,1105.83,6717.4
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","March, 2020",15113125,5452,44454,41459,540084,178.03,976.74,1357.05,11501.7
India,Manipur,"Calendar Year (Jan - Dec), 2020","March, 2020",588009,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020","March, 2020",155525,0,0,0,0,0,0,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020","March, 2020",282595,0,0,3,344,0,0,0.11,7.71
India,Odisha,"Calendar Year (Jan - Dec), 2020","March, 2020",9323917,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2020","March, 2020",3375938,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","March, 2020",11154766,1661,23988,81843,1563863,57.82,557.96,2850.55,35340.98
India,Sikkim,"Calendar Year (Jan - Dec), 2020","March, 2020",94638,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","March, 2020",11107628,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2020","March, 2020",5331790,19198,211320,73792,873996,710.69,4856.04,2501.78,16472.86
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020","March, 2020",55712,0,0,108,1389,0,0,3.72,32.72
India,Tripura,"Calendar Year (Jan - Dec), 2020","March, 2020",578855,269,1057,2682,11323,9.01,18.84,87.09,222.41
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","March, 2020",35441397,631,8801,37055,627284,22.08,184.27,1296.92,13344.12
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","March, 2020",1334995,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2020","March, 2020",55413750,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020","February, 2020",16352,0,1,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","February, 2020",9027978,8229,103595,134572,1769226,283.95,1698.16,4645.85,27193.79
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","February, 2020",177200,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2020","February, 2020",16531424,1566,8728,500517,2219598,54.76,256.21,17498.03,58917.71
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","February, 2020",5282952,1477,261,103076,16816,8.75,26.9,557.17,1981.17
India,Goa,"Calendar Year (Jan - Dec), 2020","February, 2020",142343,0,8,156,691,0,0.13,5.39,13.47
India,Gujarat,"Calendar Year (Jan - Dec), 2020","February, 2020",6555744,265,2447,1680,18683,8.71,56.48,54.01,433.64
India,Haryana,"Calendar Year (Jan - Dec), 2020","February, 2020",2697288,2821,11997,55394,548476,75.13,204.61,1472.83,11122.29
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","February, 2020",670238,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020","February, 2020",1638206.96841138335653716810,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","February, 2020",5713865,14,215,6337,64577,0.53,5.39,237.73,1659.89
India,Karnataka,"Calendar Year (Jan - Dec), 2020","February, 2020",12704045,1275,36018,20795,460239,0.44,8.2,7.28,108.23
India,Kerala,"Calendar Year (Jan - Dec), 2020","February, 2020",3736562,7412,36790,107702,657683,235.37,636.34,3311.77,12236.73
India,Ladakh,"Calendar Year (Jan - Dec), 2020","February, 2020",36634.03158861664346283190,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020","February, 2020",5154,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","February, 2020",11723309,3278,22595,30431,230727,111.77,530.72,1012.84,5575.13
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","February, 2020",15072427,6159,48125,48140,612996,204.44,1074.04,1569.86,13087.2
India,Manipur,"Calendar Year (Jan - Dec), 2020","February, 2020",588045,0,2,16,108,0,0.04,0.52,2.25
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","February, 2020",1305,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2020","February, 2020",155643,0,0,0,0,0,0,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020","February, 2020",282076,0,0,7,519,0,0,0.25,10.93
India,Odisha,"Calendar Year (Jan - Dec), 2020","February, 2020",9323917,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2020","February, 2020",3519595,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","February, 2020",11110452,1221,17879,64585,1269604,42.61,418.86,2250.06,28793.49
India,Sikkim,"Calendar Year (Jan - Dec), 2020","February, 2020",94577,0,0,1,9,0,0,0,0.2
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","February, 2020",11083186,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2020","February, 2020",5328375,18981,210082,73660,870530,702,4823.67,2495.6,16409.77
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020","February, 2020",55848.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2020","February, 2020",578813,232,950,2445,10473,7.64,16.62,77.14,203.2
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","February, 2020",35582981,288,3612,33745,547067,10.08,75.11,1180.73,11666.56
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","February, 2020",1334570,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2020","February, 2020",55407614,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020","January, 2020",16344,0,1,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",9027632,7302,96044,135915,1778689,254.51,1570.7,4826.08,28046.85
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",177092,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2020","January, 2020",16324826,716,4898,481487,2186185,24.9,146.8,16823.42,60184.55
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","January, 2020",5282952,1334,224,96581,15537,7.56,24.72,521.06,1870.59
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",142287,0,0,132,550,0,0,4.56,10.56
India,Gujarat,"Calendar Year (Jan - Dec), 2020","January, 2020",6570017,237,2138,1628,16962,7.76,49.84,51.09,398.95
India,Haryana,"Calendar Year (Jan - Dec), 2020","January, 2020",2696647,2751,12690,59306,571040,62.47,191.07,1467.58,10763.79
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",670397,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020","January, 2020",1638206.96841138335653716810,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",5720656,19,197,6177,63466,0.87,5.72,238.57,1669.71
India,Karnataka,"Calendar Year (Jan - Dec), 2020","January, 2020",12687639,980,23368,20131,436078,0.34,5.35,7.04,103.07
India,Kerala,"Calendar Year (Jan - Dec), 2020","January, 2020",3729149,7961,39283,119766,713790,225.65,626.09,3259.62,12095.22
India,Ladakh,"Calendar Year (Jan - Dec), 2020","January, 2020",36634.03158861664346283190,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020","January, 2020",5153,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",11723309,2793,18784,28232,213434,105.99,513.8,1017.63,5568.56
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",15039501,6257,48492,48948,613056,205.82,1078.59,1597.26,13034.99
India,Manipur,"Calendar Year (Jan - Dec), 2020","January, 2020",588045,0,5,164,1172,0,0.1,5.65,25.29
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","January, 2020",1305,0,0,0,0,0,0,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2020","January, 2020",280700,0,5,6,382,0,0.12,0.21,7.87
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",8920120,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",3519595,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","January, 2020",11096886,1073,15280,60204,1221849,37.41,359.53,2098.63,27726.85
India,Sikkim,"Calendar Year (Jan - Dec), 2020","January, 2020",94572,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","January, 2020",10140583,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2020","January, 2020",5326381,18505,208274,72254,857023,687.25,4851.18,2436.01,16171.33
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020","January, 2020",55830.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2020","January, 2020",578858,160,660,1956,8612,5.18,10.91,59.69,158.73
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",35729703,10,214,26590,449516,0.35,4.27,930.65,9618.74
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","January, 2020",1334146,0,0,0,0,0,0,0.11,0.11
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",54960041,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","December, 2019",16342,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","December, 2019",9027217,7707,99189,136993,1785607,265.86,1606.05,4728.99,27404.5
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","December, 2019",177112,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2019","December, 2019",16620345,538,3386,416123,1950591,18.66,103.68,14509.82,54163.67
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","December, 2019",5282952,848,149,69084,9189,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2019","December, 2019",142152,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2019","December, 2019",6590660,188,1778,1267,14508,6.17,41.32,42.19,346.3
India,Haryana,"Calendar Year (Jan - Dec), 2019","December, 2019",2695216,2778,12706,57763,558943,72.84,216.25,1517.64,10871.01
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","December, 2019",677566,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","December, 2019",1638009.38678565345176529990,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","December, 2019",5718871,8,141,5561,59435,0.32,3.58,212.21,1548.67
India,Karnataka,"Calendar Year (Jan - Dec), 2019","December, 2019",12670787,1743,35950,17673,494082,0.47,8.1,6.15,115.39
India,Kerala,"Calendar Year (Jan - Dec), 2019","December, 2019",3721509,7034,35710,106547,651666,216.06,597.29,3139.85,11762.79
India,Ladakh,"Calendar Year (Jan - Dec), 2019","December, 2019",36629.61321434654823470010,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019","December, 2019",5154,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","December, 2019",11723309,2422,14836,30591,200985,95.58,411.19,1173.07,5405.5
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","December, 2019",15045772,6120,46455,50188,599701,201.76,1039.35,1638.67,12781.13
India,Manipur,"Calendar Year (Jan - Dec), 2019","December, 2019",588045,0,0,4,22,0,0,0.14,0.11
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","December, 2019",1305,0,0,0,0,0,0,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2019","December, 2019",278761,0,26,3,598,0,0.38,0.11,6.29
India,Odisha,"Calendar Year (Jan - Dec), 2019","December, 2019",8920120,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","December, 2019",11015719,906,12903,58079,1165327,31.46,304.5,2025.6,26484.53
India,Sikkim,"Calendar Year (Jan - Dec), 2019","December, 2019",94443,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","December, 2019",10118619,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2019","December, 2019",5324508,17720,208050,70327,854391,658.11,4809.98,2379.34,16125.63
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","December, 2019",55725.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","December, 2019",578926,43,201,605,3568,1.26,3.18,17.12,60.88
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","December, 2019",35811577,0,0,0,0,0,0,0,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","December, 2019",1334146,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2019","December, 2019",53715737,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","November, 2019",16349,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","November, 2019",9026642,7014,94160,135501,1757607,241.7,1516.37,4673.31,26963.31
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","November, 2019",177121,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2019","November, 2019",16590565,243,2111,203328,952769,5.53,36.01,4486.99,14811.33
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","November, 2019",5282952,0,0,0,0,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2019","November, 2019",142035,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2019","November, 2019",6592355,157,1320,1106,13185,5.28,31.38,36.18,317.57
India,Haryana,"Calendar Year (Jan - Dec), 2019","November, 2019",2697460,2793,12420,57095,553322,69.53,204.22,1442.12,10419.98
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","November, 2019",679572,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","November, 2019",1638494.53770823777239325350,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","November, 2019",5719048,11,139,16629,123757,0.49,3.74,618.85,3204.1
India,Karnataka,"Calendar Year (Jan - Dec), 2019","November, 2019",12652809,946,34908,17200,497288,0.31,7.87,5.91,113.75
India,Kerala,"Calendar Year (Jan - Dec), 2019","November, 2019",3686950,7021,35058,100924,622140,214.13,577.55,3065.87,11376
India,Ladakh,"Calendar Year (Jan - Dec), 2019","November, 2019",36640.46229176222760674650,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019","November, 2019",5156,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","November, 2019",11740426,1879,11000,27563,180608,75.05,312.84,1060.48,4832.02
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","November, 2019",15040958,5871,43869,51226,585968,195.57,999.09,1673.98,12594.18
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","November, 2019",1305,0,0,0,0,0,0,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2019","November, 2019",109310,0,0,0,20,0,0,0,0.19
India,Odisha,"Calendar Year (Jan - Dec), 2019","November, 2019",8920120,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","November, 2019",10965795,976,13356,62031,1299292,33.87,308.33,2152.37,29149.56
India,Sikkim,"Calendar Year (Jan - Dec), 2019","November, 2019",94451,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","November, 2019",10119073,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2019","November, 2019",5319348,17032,200993,68482,830135,631.01,4648.52,2307.65,15644.44
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019","November, 2019",55691.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019","November, 2019",578905,3,25,219,1503,0.11,0.4,6.39,28.08
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","November, 2019",35668053,20,350,15244,271484,0.7,7.3,533.5,5818.39
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019","November, 2019",1332855,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2019","November, 2019",53569689,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019","October, 2019",16207,1,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019","October, 2019",9026007,6592,89368,131789,1709949,227.3,1440.23,4544.19,26232.14
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019","October, 2019",177106,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2019","October, 2019",16636009,36,190,104533,463506,0.66,3.8,2291.5,7099.29
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","October, 2019",5282952,1096,169,102483,14478,5.81,19.99,486.32,1945.85
India,Goa,"Calendar Year (Jan - Dec), 2019","October, 2019",343864,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2019","October, 2019",6628157,144,1249,1017,11796,4.76,29.89,33.33,288.42
India,Haryana,"Calendar Year (Jan - Dec), 2019","October, 2019",2697682,2625,11681,59237,575871,62.39,185.71,1453.46,10463.97
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","October, 2019",680340,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019","October, 2019",1639758.27761142112370639070,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","October, 2019",5718614,8,129,22624,151064,0.32,3.18,840.08,3924.41
India,Karnataka,"Calendar Year (Jan - Dec), 2019","October, 2019",12623916,957,28746,16626,481682,0.25,5.48,2.94,60.5
India,Kerala,"Calendar Year (Jan - Dec), 2019","October, 2019",3689154,7014,35757,101633,635895,204.34,558.95,2965.16,11083.54
India,Ladakh,"Calendar Year (Jan - Dec), 2019","October, 2019",36668.72238857887629360930,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019","October, 2019",5155,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","October, 2019",11740426,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019","October, 2019",14984647,6237,45049,52810,582910,207.47,1013.94,1722.72,12477.27
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","October, 2019",1261,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2019","October, 2019",8666577,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2019","October, 2019",10898516,708,10032,55192,1105214,24.66,233.36,1922.86,24972.03
India,Sikkim,"Calendar Year (Jan - Dec), 2019","October, 2019",94269,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","October, 2019",10121507,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2019","October, 2019",5319720,15197,181627,65638,791564,567.57,4254.88,2208.38,14919.52
